               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.080242,            0.041122,                   0,             0.39196,                 0.5,             0.49543,             0.14863,            0.079455,            0.027778,                   0,                 0.1,                   0,                   0
                   1,            0.082906,            0.034778,                   0,           0.0016667,                 0.5,           0.0018077,           0.0011297,            0.081386,             0.02873,                   0,              0.0991,           9.967e-05,           9.967e-05
                   2,             0.12696,            0.037499,                   0,           0.0016667,                 0.5,           0.0018515,           0.0010174,            0.081048,            0.028654,                   0,            0.098199,          0.00019868,          0.00019868
                   3,             0.07843,            0.037799,                   0,           0.0016667,                 0.5,            0.001864,           0.0010234,            0.080394,            0.028581,                   0,            0.097297,          0.00029703,          0.00029703
                   4,            0.078024,            0.038774,                   0,           0.0016667,                 0.5,           0.0019026,          0.00087469,            0.079015,             0.02838,                   0,            0.096395,          0.00039472,          0.00039472
                   5,            0.076457,            0.038124,                   0,           0.0016667,                 0.5,           0.0019341,          0.00072897,            0.076826,            0.028209,                   0,            0.095492,          0.00049175,          0.00049175
                   6,            0.077564,            0.034397,                   0,           0.0016667,                 0.5,           0.0019388,          0.00056476,            0.074143,            0.027886,                   0,            0.094588,          0.00058812,          0.00058812
                   7,            0.078758,            0.032791,                   0,           0.0033333,                   1,            0.004442,          0.00097767,            0.072573,            0.027359,                   0,            0.093684,          0.00068383,          0.00068383
                   8,            0.078087,            0.033652,                   0,           0.0033333,                   1,            0.004442,          0.00097767,            0.072573,            0.027359,                   0,            0.092779,          0.00077888,          0.00077888
                   9,            0.073564,            0.036101,                   0,           0.0033333,                   1,           0.0043736,          0.00063601,            0.068835,            0.027409,                   0,            0.091873,          0.00087327,          0.00087327
                  10,            0.069839,            0.040718,                   0,           0.0033333,                   1,           0.0043736,          0.00063601,            0.068835,            0.027409,                   0,            0.090967,            0.000967,            0.000967
                  11,            0.069635,            0.037431,                   0,           0.0016667,                 0.5,           0.0017628,          0.00049841,            0.064173,            0.027299,                   0,             0.09006,           0.0010601,           0.0010601
                  12,            0.094279,            0.035641,                   0,           0.0016667,                 0.5,           0.0017628,          0.00049841,            0.064173,            0.027299,                   0,            0.089152,           0.0011525,           0.0011525
                  13,             0.11687,            0.040271,                   0,           0.0016667,                 0.5,           0.0018313,          0.00062135,            0.062618,            0.027207,                   0,            0.088244,           0.0012442,           0.0012442
                  14,            0.073485,            0.029815,                   0,           0.0016667,                 0.5,           0.0018313,          0.00062135,            0.062618,            0.027207,                   0,            0.087335,           0.0013353,           0.0013353
                  15,            0.067829,            0.032801,                   0,           0.0016667,                 0.5,           0.0019341,          0.00063822,            0.057175,            0.027195,                   0,            0.086426,           0.0014257,           0.0014257
                  16,            0.067481,            0.029506,                   0,           0.0016667,                 0.5,           0.0019341,          0.00063822,            0.057175,            0.027195,                   0,            0.085516,           0.0015155,           0.0015155
                  17,            0.070896,            0.030141,                   0,           0.0016667,                 0.5,           0.0035187,          0.00060382,            0.056077,            0.027188,                   0,            0.084605,           0.0016046,           0.0016046
                  18,             0.11855,            0.033572,                   0,           0.0016667,                 0.5,           0.0035187,          0.00060382,            0.056077,            0.027188,                   0,            0.083693,           0.0016931,           0.0016931
                  19,            0.064908,            0.034576,                   0,           0.0033333,                   1,           0.0078037,           0.0014555,             0.05279,            0.026518,                   0,            0.082781,           0.0017809,           0.0017809
                  20,            0.088651,            0.034274,                   0,           0.0033333,                   1,           0.0078037,           0.0014555,             0.05279,            0.026518,                   0,            0.081868,            0.001868,            0.001868
                  21,             0.10582,            0.035188,                   0,           0.0033333,                   1,            0.004482,           0.0014924,            0.048702,            0.025346,                   0,            0.080954,           0.0019545,           0.0019545
                  22,            0.058133,            0.029487,                   0,           0.0033333,                   1,            0.004482,           0.0014924,            0.048702,            0.025346,                   0,             0.08004,           0.0020403,           0.0020403
                  23,             0.09383,            0.040753,                   0,           0.0033333,                   1,            0.004482,           0.0014924,            0.048702,            0.025346,                   0,            0.079125,           0.0021254,           0.0021254
                  24,            0.089581,            0.034895,                   0,           0.0016667,                 0.5,           0.0034806,          0.00077167,            0.048736,            0.024207,                   0,             0.07821,           0.0022099,           0.0022099
                  25,            0.052263,            0.032697,                   0,           0.0016667,                 0.5,           0.0034806,          0.00077167,            0.048736,            0.024207,                   0,            0.077294,           0.0022938,           0.0022938
                  26,            0.061748,            0.032714,                   0,           0.0016667,                 0.5,           0.0034806,          0.00077167,            0.048736,            0.024207,                   0,            0.076377,           0.0023769,           0.0023769
                  27,            0.053087,            0.030755,                   0,           0.0033333,                   1,           0.0080458,            0.001835,            0.043476,            0.024443,                   0,            0.075459,           0.0024594,           0.0024594
                  28,            0.078484,            0.032741,                   0,           0.0033333,                   1,           0.0080458,            0.001835,            0.043476,            0.024443,                   0,            0.074541,           0.0025413,           0.0025413
                  29,            0.050783,            0.032721,                   0,           0.0033333,                   1,           0.0080458,            0.001835,            0.043476,            0.024443,                   0,            0.073622,           0.0026225,           0.0026225
                  30,            0.060798,            0.030737,                   0,           0.0033333,                   1,             0.10488,            0.012957,            0.055132,            0.021426,                   0,            0.072703,            0.002703,            0.002703
                  31,            0.054617,            0.035062,                   0,           0.0033333,                   1,             0.10488,            0.012957,            0.055132,            0.021426,                   0,            0.071783,           0.0027829,           0.0027829
                  32,            0.056144,            0.035631,                   0,           0.0033333,                   1,             0.10488,            0.012957,            0.055132,            0.021426,                   0,            0.070862,           0.0028621,           0.0028621
                  33,            0.097187,            0.034783,                   0,           0.0033333,                   1,            0.010529,           0.0026231,             0.05334,            0.022023,                   0,            0.069941,           0.0029406,           0.0029406
                  34,            0.060184,            0.026906,                   0,           0.0033333,                   1,            0.010529,           0.0026231,             0.05334,            0.022023,                   0,            0.069019,           0.0030185,           0.0030185
                  35,            0.056086,            0.031717,                   0,           0.0033333,                   1,            0.010529,           0.0026231,             0.05334,            0.022023,                   0,            0.068096,           0.0030958,           0.0030958
                  36,            0.056051,            0.029877,                   0,           0.0033333,                   1,            0.010529,           0.0026231,             0.05334,            0.022023,                   0,            0.067172,           0.0031723,           0.0031723
                  37,            0.091951,            0.031203,                   0,           0.0033333,                   1,            0.020947,           0.0060604,            0.050244,            0.022226,                   0,            0.066248,           0.0032482,           0.0032482
                  38,            0.077848,            0.030663,                   0,           0.0033333,                   1,            0.020947,           0.0060604,            0.050244,            0.022226,                   0,            0.065323,           0.0033235,           0.0033235
                  39,            0.054346,            0.029099,                   0,           0.0033333,                   1,            0.020947,           0.0060604,            0.050244,            0.022226,                   0,            0.064398,           0.0033981,           0.0033981
                  40,            0.083384,            0.030516,                   0,           0.0033333,                   1,            0.020947,           0.0060604,            0.050244,            0.022226,                   0,            0.063472,            0.003472,            0.003472
                  41,            0.072415,             0.03026,                   0,           0.0033333,                   1,             0.14756,            0.016271,             0.05349,            0.020447,                   0,            0.062545,           0.0035453,           0.0035453
                  42,            0.051204,             0.03451,                   0,           0.0033333,                   1,             0.14756,            0.016271,             0.05349,            0.020447,                   0,            0.061618,           0.0036179,           0.0036179
                  43,            0.052007,            0.029372,                   0,           0.0033333,                   1,             0.14756,            0.016271,             0.05349,            0.020447,                   0,             0.06069,           0.0036898,           0.0036898
                  44,            0.053693,            0.040539,                   0,           0.0033333,                   1,             0.14756,            0.016271,             0.05349,            0.020447,                   0,            0.059761,           0.0037611,           0.0037611
                  45,            0.051673,            0.035813,                   0,           0.0033333,                   1,              0.3725,             0.11175,            0.052007,            0.020206,                   0,            0.058832,           0.0038317,           0.0038317
                  46,            0.047074,            0.027544,                   0,           0.0033333,                   1,              0.3725,             0.11175,            0.052007,            0.020206,                   0,            0.057902,           0.0039017,           0.0039017
                  47,             0.05598,            0.026309,                   0,           0.0033333,                   1,              0.3725,             0.11175,            0.052007,            0.020206,                   0,            0.056971,            0.003971,            0.003971
                  48,            0.096124,            0.031228,                   0,           0.0033333,                   1,              0.3725,             0.11175,            0.052007,            0.020206,                   0,             0.05604,           0.0040397,           0.0040397
                  49,            0.052933,            0.026321,                   0,           0.0033333,                   1,             0.66333,             0.14096,            0.050133,            0.019816,                   0,            0.055108,           0.0041077,           0.0041077
                  50,            0.048501,            0.029532,                   0,           0.0033333,                   1,             0.66333,             0.14096,            0.050133,            0.019816,                   0,            0.054175,            0.004175,            0.004175
                  51,            0.052588,            0.026251,                   0,           0.0033333,                   1,             0.66333,             0.14096,            0.050133,            0.019816,                   0,            0.053242,           0.0042417,           0.0042417
                  52,            0.047783,            0.034749,                   0,           0.0033333,                   1,             0.66333,             0.14096,            0.050133,            0.019816,                   0,            0.052308,           0.0043077,           0.0043077
                  53,            0.072393,            0.025761,                   0,           0.0033333,                   1,             0.66333,             0.14096,            0.050133,            0.019816,                   0,            0.051373,            0.004373,            0.004373
                  54,            0.057704,            0.021647,                   0,           0.0033333,                   1,              0.4975,             0.17404,             0.05291,            0.018636,                   0,            0.050438,           0.0044377,           0.0044377
                  55,             0.04556,            0.026559,                   0,           0.0033333,                   1,              0.4975,             0.17404,             0.05291,            0.018636,                   0,            0.049502,           0.0045017,           0.0045017
                  56,            0.052837,            0.025441,                   0,           0.0033333,                   1,              0.4975,             0.17404,             0.05291,            0.018636,                   0,            0.048565,           0.0045651,           0.0045651
                  57,            0.048919,            0.023353,                   0,           0.0033333,                   1,              0.4975,             0.17404,             0.05291,            0.018636,                   0,            0.047628,           0.0046278,           0.0046278
                  58,            0.076787,            0.032853,                   0,           0.0033333,                   1,              0.4975,             0.17404,             0.05291,            0.018636,                   0,             0.04669,           0.0046899,           0.0046899
                  59,             0.05126,            0.029525,                   0,           0.0033333,                   1,               0.995,             0.34818,            0.054777,            0.017902,                   0,            0.045751,           0.0047513,           0.0047513
                  60,            0.072469,            0.029836,                   0,           0.0033333,                   1,               0.995,             0.34818,            0.054777,            0.017902,                   0,            0.044812,            0.004812,            0.004812
                  61,            0.053705,            0.034902,                   0,           0.0033333,                   1,               0.995,             0.34818,            0.054777,            0.017902,                   0,            0.043872,           0.0048721,           0.0048721
                  62,            0.051067,            0.022262,                   0,           0.0033333,                   1,               0.995,             0.34818,            0.054777,            0.017902,                   0,            0.042931,           0.0049315,           0.0049315
                  63,            0.064866,            0.031676,                   0,           0.0033333,                   1,               0.995,             0.34818,            0.054777,            0.017902,                   0,             0.04199,           0.0049902,           0.0049902
                  64,            0.049123,            0.029036,                   0,           0.0065961,                   1,               0.695,             0.33717,            0.050683,            0.017068,                   0,            0.041048,           0.0050483,           0.0050483
                  65,            0.046213,            0.031225,                   0,           0.0065961,                   1,               0.695,             0.33717,            0.050683,            0.017068,                   0,            0.040106,           0.0051057,           0.0051057
                  66,            0.079342,            0.025836,                   0,           0.0065961,                   1,               0.695,             0.33717,            0.050683,            0.017068,                   0,            0.039163,           0.0051625,           0.0051625
                  67,            0.091668,            0.028511,                   0,           0.0065961,                   1,               0.695,             0.33717,            0.050683,            0.017068,                   0,            0.038219,           0.0052186,           0.0052186
                  68,            0.076576,            0.030189,                   0,           0.0065961,                   1,               0.695,             0.33717,            0.050683,            0.017068,                   0,            0.037274,           0.0052741,           0.0052741
                  69,            0.054014,            0.025948,                   0,           0.0065961,                   1,               0.695,             0.33717,            0.050683,            0.017068,                   0,            0.036329,           0.0053289,           0.0053289
                  70,            0.078871,            0.026389,                   0,             0.03375,                 0.5,             0.27453,            0.035413,            0.041999,             0.01777,                   0,            0.035383,            0.005383,            0.005383
                  71,            0.041698,            0.028966,                   0,             0.03375,                 0.5,             0.27453,            0.035413,            0.041999,             0.01777,                   0,            0.034436,           0.0054365,           0.0054365
                  72,            0.050739,            0.026187,                   0,             0.03375,                 0.5,             0.27453,            0.035413,            0.041999,             0.01777,                   0,            0.033489,           0.0054893,           0.0054893
                  73,             0.04891,            0.025945,                   0,             0.03375,                 0.5,             0.27453,            0.035413,            0.041999,             0.01777,                   0,            0.032541,           0.0055414,           0.0055414
                  74,            0.044217,            0.031081,                   0,             0.03375,                 0.5,             0.27453,            0.035413,            0.041999,             0.01777,                   0,            0.031593,           0.0055929,           0.0055929
                  75,             0.04373,             0.03006,                   0,             0.03375,                 0.5,             0.27453,            0.035413,            0.041999,             0.01777,                   0,            0.030644,           0.0056438,           0.0056438
                  76,            0.047988,            0.033383,                   0,             0.50272,                 0.5,             0.52625,              0.2066,            0.043518,            0.016656,                   0,            0.029694,           0.0056939,           0.0056939
                  77,             0.07061,            0.027111,                   0,             0.50272,                 0.5,             0.52625,              0.2066,            0.043518,            0.016656,                   0,            0.028743,           0.0057434,           0.0057434
                  78,            0.055367,            0.026338,                   0,             0.50272,                 0.5,             0.52625,              0.2066,            0.043518,            0.016656,                   0,            0.027792,           0.0057923,           0.0057923
                  79,            0.043685,            0.024239,                   0,             0.50272,                 0.5,             0.52625,              0.2066,            0.043518,            0.016656,                   0,             0.02684,           0.0058405,           0.0058405
                  80,            0.041403,            0.029726,                   0,             0.50272,                 0.5,             0.52625,              0.2066,            0.043518,            0.016656,                   0,            0.025888,            0.005888,            0.005888
